gene_symbol	hgnc_id	omim_disease_id	omim_title	omim_disease_description	omim_description_original	omim_all_criteria_include	omim_molecular_basis_known	omim_type_include	omim_id_include	omim_disease_description_somatic_response_include	gene_include
MBTPS2	HGNC:15455	300918	OLMSTED SYNDROME, X-LINKED	?Olmsted syndrome, X-linked	?Olmsted syndrome, X-linked, 300918 (3)	n	y	n	y	y	y
MIA3	HGNC:24008	619269	ODONTOCHONDRODYSPLASIA 2 WITH HEARING LOSS AND DIABETES	?Ondontochondrodysplasia 2 with hearing loss and diabetes	?Ondontochondrodysplasia 2 with hearing loss and diabetes, 619269 (3)	n	y	n	y	y	y
ASTL	HGNC:31704	619643	OOCYTE MATURATION DEFECT 11	?Oocyte maturation defect 11	?Oocyte maturation defect 11, 619643 (3)	n	y	n	y	y	y
YME1L1	HGNC:12843	617302	OPTIC ATROPHY 11	?Optic atrophy 11	?Optic atrophy 11, 617302 (3)	n	y	n	y	y	y
SUMO1	HGNC:12502	613705	OROFACIAL CLEFT 10	?Orofacial cleft 10	?Orofacial cleft 10, 613705 (3)	n	y	n	y	y	y
DLX4	HGNC:2917	616788	OROFACIAL CLEFT 15	?Orofacial cleft 15	?Orofacial cleft 15, 616788 (3)	n	y	n	y	y	y
KIAA0753	HGNC:29110	617127	OROFACIODIGITAL SYNDROME XV	?Orofaciodigital syndrome XV	?Orofaciodigital syndrome XV, 617127 (3)	n	y	n	y	y	y
INTU	HGNC:29239	617926	OROFACIODIGITAL SYNDROME XVII	?Orofaciodigital syndrome XVII	?Orofaciodigital syndrome XVII, 617926 (3)	n	y	n	y	y	y
IFT57	HGNC:17367	617927	OROFACIODIGITAL SYNDROME XVIII	?Orofaciodigital syndrome XVIII	?Orofaciodigital syndrome XVIII, 617927 (3)	n	y	n	y	y	y
SLC6A2	HGNC:11048	604715	ORTHOSTATIC INTOLERANCE	?Orthostatic intolerance	?Orthostatic intolerance, 604715 (3)	n	y	n	y	y	y
CHST11	HGNC:17422	618167	OSTEOCHONDRODYSPLASIA, BRACHYDACTYLY, AND OVERLAPPING MALFORMED DIGITS	?Osteochondrodysplasia, brachydactyly, and overlapping malformed digits	?Osteochondrodysplasia, brachydactyly, and overlapping malformed digits, 618167 (3)	n	y	n	y	y	y
PLEKHM1	HGNC:29017	611497	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 6	?Osteopetrosis, autosomal recessive 6	?Osteopetrosis, autosomal recessive 6, 611497 (3)	n	y	n	y	y	y
EYA1	HGNC:3519	166780	OTOFACIOCERVICAL SYNDROME 1	?Otofaciocervical syndrome	?Otofaciocervical syndrome, 166780 (3)	n	y	n	y	y	y
ZSWIM7	HGNC:26993	619834	OVARIAN DYSGENESIS 10	?Ovarian dysgenesis 10	?Ovarian dysgenesis 10, 619834 (3)	n	y	n	y	y	y
NUP107	HGNC:29914	618078	OVARIAN DYSGENESIS 6	?Ovarian dysgenesis 6	?Ovarian dysgenesis 6, 618078 (3)	n	y	n	y	y	y
ESR2	HGNC:3468	618187	OVARIAN DYSGENESIS 8	?Ovarian dysgenesis 8	?Ovarian dysgenesis 8, 618187 (3)	n	y	n	y	y	y
CCDC88A	HGNC:25523	617507	PEHO-LIKE SYNDROME	?PEHO syndrome-like	?PEHO syndrome-like, 617507 (3)	n	y	n	y	y	y
HS6ST2	HGNC:19133	301025	PAGANINI-MIOZZO SYNDROME	?Paganini-Miozzo syndrome	?Paganini-Miozzo syndrome, 301025 (3)	n	y	n	y	y	y
PAINQTL1	-	-	NA	?Pain sensitivity QTL1 (4)	?Pain sensitivity QTL1 (4)	n	n	n	n	y	n
TRPV3	HGNC:18084	616400	PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC, FOCAL 2	?Palmoplantar keratoderma, nonepidermolytic, focal 2	?Palmoplantar keratoderma, nonepidermolytic, focal 2, 616400 (3)	n	y	n	y	y	y
PNLIP	HGNC:9155	614338	PANCREATIC LIPASE DEFICIENCY	?Pancreatic lipase deficiency	?Pancreatic lipase deficiency, 614338 (3)	n	y	n	y	y	y
ATP6AP2	HGNC:18305	300911	PARKINSONISM WITH SPASTICITY, X-LINKED	?Parkinsonism with spasticity, X-linked	?Parkinsonism with spasticity, X-linked, 300911 (3)	n	y	n	y	y	y
SLC18A2	HGNC:10935	618049	PARKINSONISM-DYSTONIA 2, INFANTILE-ONSET	?Parkinsonism-dystonia, infantile, 2	?Parkinsonism-dystonia, infantile, 2, 618049 (3)	n	y	n	y	y	y
PIGT	HGNC:14938	615399	PAROXYSMAL NOCTURNAL HEMOGLOBINURIA 2	?Paroxysmal nocturnal hemoglobinuria 2	?Paroxysmal nocturnal hemoglobinuria 2, 615399 (3)	n	y	n	y	y	y
CHST8	HGNC:15993	616265	PEELING SKIN SYNDROME 3	?Peeling skin syndrome 3	?Peeling skin syndrome 3, 616265 (3)	n	y	n	y	y	y
MYH14	HGNC:23212	614369	PERIPHERAL NEUROPATHY, MYOPATHY, HOARSENESS, AND HEARING LOSS	?Peripheral neuropathy, myopathy, hoarseness, and hearing loss	?Peripheral neuropathy, myopathy, hoarseness, and hearing loss, 614369 (3)	n	y	n	y	y	y
ERMARD	HGNC:21056	615544	PERIVENTRICULAR NODULAR HETEROTOPIA 6	?Periventricular nodular heterotopia 6	?Periventricular nodular heterotopia 6, 615544 (3)	n	y	n	y	y	y
PEX3	HGNC:8858	617370	PEROXISOME BIOGENESIS DISORDER 10B	?Peroxisome biogenesis disorder 10B	?Peroxisome biogenesis disorder 10B, 617370 (3)	n	y	n	y	y	y
PCK1	HGNC:8724	261680	PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, CYTOSOLIC	?Phosphoenolpyruvate carboxykinase deficiency, cytosolic	?Phosphoenolpyruvate carboxykinase deficiency, cytosolic, 261680 (3)	n	y	n	y	y	y
PAICS	HGNC:8587	619859	PHOSPHORIBOSYLAMINOIMIDAZOLE CARBOXYLASE DEFICIENCY	?Phosphoribosylaminoimidazole carboxylase deficiency	?Phosphoribosylaminoimidazole carboxylase deficiency, 619859 (3)	n	y	n	y	y	y
PSAT1	HGNC:19129	610992	PHOSPHOSERINE AMINOTRANSFERASE DEFICIENCY	?Phosphoserine aminotransferase deficiency	?Phosphoserine aminotransferase deficiency, 610992 (3)	n	y	n	y	y	y
ZNF141	HGNC:12926	615226	POLYDACTYLY, POSTAXIAL, TYPE A6	?Polydactyly, postaxial, type A6	?Polydactyly, postaxial, type A6, 615226 (3)	n	y	n	y	y	y
FAM92A	HGNC:30452	618219	POLYDACTYLY, POSTAXIAL, TYPE A9	?Polydactyly, postaxial, type A9	?Polydactyly, postaxial, type A9, 618219 (3)	n	y	n	y	y	y
DMXL2	HGNC:2938	616113	POLYENDOCRINE-POLYNEUROPATHY SYNDROME	?Polyendocrine-polyneuropathy syndrome	?Polyendocrine-polyneuropathy syndrome, 616113 (3)	n	y	n	y	y	y
FIG4	HGNC:16873	612691	POLYMICROGYRIA, BILATERAL TEMPOROOCCIPITAL	?Polymicrogyria, bilateral temporooccipital	?Polymicrogyria, bilateral temporooccipital, 612691 (3)	n	y	n	y	y	y
TSEN34	HGNC:15506	612390	PONTOCEREBELLAR HYPOPLASIA, TYPE 2C	?Pontocerebellar hypoplasia type 2C	?Pontocerebellar hypoplasia type 2C, 612390 (3)	n	y	n	y	y	y
TSEN54	HGNC:27561	610204	PONTOCEREBELLAR HYPOPLASIA, TYPE 5	?Pontocerebellar hypoplasia type 5	?Pontocerebellar hypoplasia type 5, 610204 (3)	n	y	n	y	y	y
CDC40	HGNC:17350	619302	PONTOCEREBELLAR HYPOPLASIA, TYPE 15	?Pontocerebellar hypoplasia, type 15	?Pontocerebellar hypoplasia, type 15, 619302 (3)	n	y	n	y	y	y
EXOSC1	HGNC:17286	619304	PONTOCEREBELLAR HYPOPLASIA, TYPE 1F	?Pontocerebellar hypoplasia, type 1F	?Pontocerebellar hypoplasia, type 1F, 619304 (3)	n	y	n	y	y	y
PCLO	HGNC:13406	608027	PONTOCEREBELLAR HYPOPLASIA, TYPE 3	?Pontocerebellar hypoplasia, type 3	?Pontocerebellar hypoplasia, type 3, 608027 (3)	n	y	n	y	y	y
CHUK	HGNC:1974	619339	BARTSOCAS-PAPAS SYNDROME 2	?Popliteal pterygium syndrome, Bartsocas-Papas type 2	?Popliteal pterygium syndrome, Bartsocas-Papas type 2, 619339 (3)	n	y	n	y	y	y
PAFC	-	-	NA	?Preauricular fistulae, congenital (2)	?Preauricular fistulae, congenital (2)	n	n	n	n	y	n
KISS1R	HGNC:4510	176400	PRECOCIOUS PUBERTY, CENTRAL, 1	?Precocious puberty, central, 1	?Precocious puberty, central, 1, 176400 (3)	n	y	n	y	y	y
MCM8	HGNC:16147	612885	PREMATURE OVARIAN FAILURE 10	?Premature ovarian failure 10	?Premature ovarian failure 10, 612885 (3)	n	y	n	y	y	y
SYCE1	HGNC:28852	616947	PREMATURE OVARIAN FAILURE 12	?Premature ovarian failure 12	?Premature ovarian failure 12, 616947 (3)	n	y	n	y	y	y
MSH5	HGNC:7328	617442	PREMATURE OVARIAN FAILURE 13	?Premature ovarian failure 13	?Premature ovarian failure 13, 617442 (3)	n	y	n	y	y	y
GDF9	HGNC:4224	618014	PREMATURE OVARIAN FAILURE 14	?Premature ovarian failure 14	?Premature ovarian failure 14, 618014 (3)	n	y	n	y	y	y
FANCM	HGNC:23168	618096	PREMATURE OVARIAN FAILURE 15	?Premature ovarian failure 15	?Premature ovarian failure 15, 618096 (3)	n	y	n	y	y	y
BNC1	HGNC:1081	618723	PREMATURE OVARIAN FAILURE 16	?Premature ovarian failure 16	?Premature ovarian failure 16, 618723 (3)	n	y	n	y	y	y
XRCC2	HGNC:12829	619146	PREMATURE OVARIAN FAILURE 17	?Premature ovarian failure 17	?Premature ovarian failure 17, 619146 (3)	n	y	n	y	y	y
C14orf39	HGNC:19849	619203	PREMATURE OVARIAN FAILURE 18	?Premature ovarian failure 18	?Premature ovarian failure 18, 619203 (3)	n	y	n	y	y	y
DIAPH2	HGNC:2877	300511	PREMATURE OVARIAN FAILURE 2A	?Premature ovarian failure 2A	?Premature ovarian failure 2A, 300511 (3)	n	y	n	y	y	y
FLJ22792	HGNC:13711	300604	PREMATURE OVARIAN FAILURE 2B	?Premature ovarian failure 2B	?Premature ovarian failure 2B, 300604 (3)	n	y	n	y	y	y
PGR	HGNC:8910	264080	NA	?Progesterone resistance	?Progesterone resistance, 264080 (2)	n	n	n	y	y	y
TK2	HGNC:11831	617069	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 3	?Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 3	?Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 3, 617069 (3)	n	y	n	y	y	y
TOP3A	HGNC:11992	618098	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 5	?Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 5	?Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 5, 618098 (3)	n	y	n	y	y	y
PSMB4	HGNC:9541	617591	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 3	?Proteasome-associated autoinflammatory syndrome 3 and digenic forms	?Proteasome-associated autoinflammatory syndrome 3 and digenic forms, 617591 (3)	n	y	n	y	y	y
PSMB9	HGNC:9546	617591	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 3	?Proteasome-associated autoinflammatory syndrome 3, digenic	?Proteasome-associated autoinflammatory syndrome 3, digenic, 617591 (3)	n	y	n	y	y	y
PSMG2	HGNC:24929	619183	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 4	?Proteasome-associated autoinflammatory syndrome 4	?Proteasome-associated autoinflammatory syndrome 4, 619183 (3)	n	y	n	y	y	y
CLPX	HGNC:2088	618015	PROTOPORPHYRIA, ERYTHROPOIETIC, 2	?Protoporphyria, erythropoietic, 2	?Protoporphyria, erythropoietic, 2, 618015 (3)	n	y	n	y	y	y
ZFHX4	HGNC:30939	178300	NA	?Ptosis, congenital	?Ptosis, congenital, 178300 (2)	n	y	n	y	y	y
ZCCHC8	HGNC:25265	618674	PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 5	?Pulmonary fibrosis and/or bone marrow failure, telomere-related, 5	?Pulmonary fibrosis and/or bone marrow failure, telomere-related, 5, 618674 (3)	n	y	n	y	y	y
NRAS	HGNC:7989	614470	RAS-ASSOCIATED AUTOIMMUNE LEUKOPROLIFERATIVE DISORDER	?RAS-associated autoimmune lymphoproliferative syndrome type IV, somatic	?RAS-associated autoimmune lymphoproliferative syndrome type IV, somatic, 614470 (3)	n	y	n	y	n	y
TMEM67	HGNC:28396	602152	RHYNS SYNDROME	?RHYNS syndrome	?RHYNS syndrome, 602152 (3)	n	y	n	y	y	y
RWS	-	-	NA	?Ragweed sensitivity (2)	?Ragweed sensitivity (2)	n	n	n	n	y	n
FARSA	HGNC:3592	619013	RAJAB INTERSTITIAL LUNG DISEASE WITH BRAIN CALCIFICATIONS 2	?Rajab interstitial lung disease with brain calcifications 2	?Rajab interstitial lung disease with brain calcifications 2, 619013 (3)	n	y	n	y	y	y
PBRM1	HGNC:30064	144700	RENAL CELL CARCINOMA, NONPAPILLARY	?Renal cell carcinoma, clear cell	?Renal cell carcinoma, clear cell, 144700 (3)	n	y	n	y	y	y
FGF20	HGNC:3677	615721	RENAL HYPODYSPLASIA/APLASIA 2	?Renal hypodysplasia/aplasia 2	?Renal hypodysplasia/aplasia 2, 615721 (3)	n	y	n	y	y	y
NLRP1	HGNC:14374	618803	RESPIRATORY PAPILLOMATOSIS, JUVENILE RECURRENT, CONGENITAL	?Respiratory papillomatosis, juvenile recurrent, congenital	?Respiratory papillomatosis, juvenile recurrent, congenital, 618803 (3)	n	y	n	y	y	y
COL4A1	HGNC:2202	180000	RETINAL ARTERIES, TORTUOSITY OF	?Retinal arteries, tortuosity of	?Retinal arteries, tortuosity of, 180000 (3)	n	y	n	y	y	y
RCD1	HGNC:10445	-	NA	?Retinal cone dystrophy-1 (2)	?Retinal cone dystrophy-1 (2)	n	n	n	n	y	y
MIR204	-	616722	RETINAL DYSTROPHY AND IRIS COLOBOMA WITH OR WITHOUT CONGENITAL CATARACT	?Retinal dystrophy and iris coloboma with or without cataract	?Retinal dystrophy and iris coloboma with or without cataract, 616722 (3)	n	y	n	y	y	n
TUB	HGNC:12406	616188	RETINAL DYSTROPHY AND OBESITY	?Retinal dystrophy and obesity	?Retinal dystrophy and obesity, 616188 (3)	n	y	n	y	y	y
ITM2B	HGNC:6174	616079	RETINAL DYSTROPHY WITH INNER RETINAL DYSFUNCTION AND GANGLION CELL ABNORMALITIES	?Retinal dystrophy with inner retinal dysfunction and ganglion cell abnormalities	?Retinal dystrophy with inner retinal dysfunction and ganglion cell abnormalities, 616079 (3)	n	y	n	y	y	y
RDH11	HGNC:17964	616108	RETINAL DYSTROPHY, JUVENILE CATARACTS, AND SHORT STATURE SYNDROME	?Retinal dystrophy, juvenile cataracts, and short stature syndrome	?Retinal dystrophy, juvenile cataracts, and short stature syndrome, 616108 (3)	n	y	n	y	y	y
OFD1	HGNC:2567	300424	RETINITIS PIGMENTOSA 23	?Retinitis pigmentosa 23	?Retinitis pigmentosa 23, 300424 (3)	n	y	n	y	y	y
TTC8	HGNC:20087	613464	RETINITIS PIGMENTOSA 51	?Retinitis pigmentosa 51	?Retinitis pigmentosa 51, 613464 (3)	n	y	n	y	y	y
ZNF513	HGNC:26498	613617	RETINITIS PIGMENTOSA 58	?Retinitis pigmentosa 58	?Retinitis pigmentosa 58, 613617 (3)	n	y	n	y	y	y
RBP3	HGNC:9921	615233	RETINITIS PIGMENTOSA 66	?Retinitis pigmentosa 66	?Retinitis pigmentosa 66, 615233 (3)	n	y	n	y	y	y
NEK2	HGNC:7745	615565	RETINITIS PIGMENTOSA 67	?Retinitis pigmentosa 67	?Retinitis pigmentosa 67, 615565 (3)	n	y	n	y	y	y
IFT43	HGNC:29669	617871	RETINITIS PIGMENTOSA 81	?Retinitis pigmentosa 81	?Retinitis pigmentosa 81, 617871 (3)	n	y	n	y	y	y
AHR	HGNC:348	618345	RETINITIS PIGMENTOSA 85	?Retinitis pigmentosa 85	?Retinitis pigmentosa 85, 618345 (3)	n	y	n	y	y	y
RP9	HGNC:10288	180104	RETINITIS PIGMENTOSA 9	?Retinitis pigmentosa 9	?Retinitis pigmentosa 9, 180104 (3)	n	y	n	y	y	y
RP6	-	-	NA	?Retinitis pigmentosa, X-linked recessive, 6 (2)	?Retinitis pigmentosa, X-linked recessive, 6 (2)	n	n	n	n	y	n
LBR	HGNC:6518	613471	REYNOLDS SYNDROME	?Reynolds syndrome	?Reynolds syndrome, 613471 (3)	n	y	n	y	y	y
GNPNAT1	HGNC:19980	616510	NA	?Rhizomelic dysplasia, Ain-Naz type	?Rhizomelic dysplasia, Ain-Naz type, 616510 (3)	n	y	n	y	y	y
KNSTRN	HGNC:30767	613328	ROIFMAN-CHITAYAT SYNDROME	?Roifman-Chitayat syndrome, digenic	?Roifman-Chitayat syndrome, digenic, 613328 (3)	n	y	n	y	y	y
PIK3CD	HGNC:8977	613328	ROIFMAN-CHITAYAT SYNDROME	?Roifman-Chitayat syndrome, digenic	?Roifman-Chitayat syndrome, digenic, 613328 (3)	n	y	n	y	y	y
SRPX2	HGNC:30668	300643	ROLANDIC EPILEPSY, IMPAIRED INTELLECTUAL DEVELOPMENT, AND SPEECH DYSPRAXIA, X-LINKED	?Rolandic epilepsy, impaired intellectual development, and speech dyspraxia	?Rolandic epilepsy, impaired intellectual development, and speech dyspraxia, 300643 (3)	n	y	n	y	y	y
WNT4	HGNC:12783	611812	46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS	?SERKAL syndrome	?SERKAL syndrome, 611812 (3)	n	y	n	y	y	y
SSX1	HGNC:11335	300813	NA	?Sarcoma, synovial	?Sarcoma, synovial, 300813 (3)	n	y	n	y	y	y
SSX2	HGNC:11336	300813	NA	?Sarcoma, synovial	?Sarcoma, synovial, 300813 (3)	n	y	n	y	y	y
FGFR2	HGNC:3689	609579	SCAPHOCEPHALY, MAXILLARY RETRUSION, AND IMPAIRED INTELLECTUAL DEVELOPMENT	?Scaphocephaly, maxillary retrusion, and impaired intellectual development	?Scaphocephaly, maxillary retrusion, and impaired intellectual development, 609579 (3)	n	y	n	y	y	y
ZNF750	HGNC:25843	610227	SEBORRHEA-LIKE DERMATITIS WITH PSORIASIFORM ELEMENTS	?Seborrhea-like dermatitis with psoriasiform elements	?Seborrhea-like dermatitis with psoriasiform elements, 610227 (3)	n	y	n	y	y	y
CENPJ	HGNC:17272	613676	SECKEL SYNDROME 4	?Seckel syndrome 4	?Seckel syndrome 4, 613676 (3)	n	y	n	y	y	y
CEP63	HGNC:25815	614728	SECKEL SYNDROME 6	?Seckel syndrome 6	?Seckel syndrome 6, 614728 (3)	n	y	n	y	y	y
NIN	HGNC:14906	614851	SECKEL SYNDROME 7	?Seckel syndrome 7	?Seckel syndrome 7, 614851 (3)	n	y	n	y	y	y
DNA2	HGNC:2939	615807	SECKEL SYNDROME 8	?Seckel syndrome 8	?Seckel syndrome 8, 615807 (3)	n	y	n	y	y	y
CENPT	HGNC:25787	618702	SHORT STATURE AND MICROCEPHALY WITH GENITAL ANOMALIES	?Short stature and microcephaly with genital anomalies	?Short stature and microcephaly with genital anomalies, 618702 (3)	n	y	n	y	y	y
INTU	HGNC:29239	617925	SHORT-RIB THORACIC DYSPLASIA 20 WITH POLYDACTYLY	?Short-rib thoracic dysplasia 20 with polydactyly	?Short-rib thoracic dysplasia 20 with polydactyly, 617925 (3)	n	y	n	y	y	y
GNB2	HGNC:4398	619464	SICK SINUS SYNDROME 4	?Sick sinus syndrome 4	?Sick sinus syndrome 4, 619464 (3)	n	y	n	y	y	y
ARHGEF10	HGNC:14103	608236	SLOWED NERVE CONDUCTION VELOCITY, AUTOSOMAL DOMINANT	?Slowed nerve conduction velocity, AD	?Slowed nerve conduction velocity, AD, 608236 (3)	n	y	n	y	y	y
MTPAP	HGNC:25532	613672	SPASTIC ATAXIA 4, AUTOSOMAL RECESSIVE	?Spastic ataxia 4, autosomal recessive	?Spastic ataxia 4, autosomal recessive, 613672 (3)	n	y	n	y	y	y
CHP1	HGNC:17433	618438	SPASTIC ATAXIA 9, AUTOSOMAL RECESSIVE	?Spastic ataxia 9, autosomal recessive	?Spastic ataxia 9, autosomal recessive, 618438 (3)	n	y	n	y	y	y
SPG41	-	-	NA	?Spastic paraplegia 41, autosomal dominant (2)	?Spastic paraplegia 41, autosomal dominant (2)	n	n	n	n	y	n
C19orf12	HGNC:25443	615043	SPASTIC PARAPLEGIA 43, AUTOSOMAL RECESSIVE	?Spastic paraplegia 43, autosomal recessive	?Spastic paraplegia 43, autosomal recessive, 615043 (3)	n	y	n	y	y	y
GJC2	HGNC:17494	613206	SPASTIC PARAPLEGIA 44, AUTOSOMAL RECESSIVE	?Spastic paraplegia 44, autosomal recessive	?Spastic paraplegia 44, autosomal recessive, 613206 (3)	n	y	n	y	y	y
TFG	HGNC:11758	615658	SPASTIC PARAPLEGIA 57, AUTOSOMAL RECESSIVE	?Spastic paraplegia 57, autosomal recessive	?Spastic paraplegia 57, autosomal recessive, 615658 (3)	n	y	n	y	y	y
ARL6IP1	HGNC:697	615685	SPASTIC PARAPLEGIA 61, AUTOSOMAL RECESSIVE	?Spastic paraplegia 61, autosomal recessive	?Spastic paraplegia 61, autosomal recessive, 615685 (3)	n	y	n	y	y	y
AMPD2	HGNC:469	615686	SPASTIC PARAPLEGIA 63, AUTOSOMAL RECESSIVE	?Spastic paraplegia 63	?Spastic paraplegia 63, 615686 (3)	n	y	n	y	y	y
REEP2	HGNC:17975	615625	SPASTIC PARAPLEGIA 72, AUTOSOMAL RECESSIVE	?Spastic paraplegia 72, autosomal dominant	?Spastic paraplegia 72, autosomal dominant, 615625 (3)	n	y	n	y	y	y
REEP2	HGNC:17975	615625	SPASTIC PARAPLEGIA 72, AUTOSOMAL RECESSIVE	?Spastic paraplegia 72, autosomal recessive	?Spastic paraplegia 72, autosomal recessive, 615625 (3)	n	y	n	y	y	y
CPT1C	HGNC:18540	616282	SPASTIC PARAPLEGIA 73, AUTOSOMAL DOMINANT	?Spastic paraplegia 73, autosomal dominant	?Spastic paraplegia 73, autosomal dominant, 616282 (3)	n	y	n	y	y	y
IBA57	HGNC:27302	616451	SPASTIC PARAPLEGIA 74, AUTOSOMAL RECESSIVE	?Spastic paraplegia 74, autosomal recessive	?Spastic paraplegia 74, autosomal recessive, 616451 (3)	n	y	n	y	y	y
TAF4B	HGNC:11538	615841	SPERMATOGENIC FAILURE 13	?Spermatogenic failure 13	?Spermatogenic failure 13, 615841 (3)	n	y	n	y	y	y
ZMYND15	HGNC:20997	615842	SPERMATOGENIC FAILURE 14	?Spermatogenic failure 14	?Spermatogenic failure 14, 615842 (3)	n	y	n	y	y	y
SYCE1	HGNC:28852	616950	SPERMATOGENIC FAILURE 15	?Spermatogenic failure 15	?Spermatogenic failure 15, 616950 (3)	n	y	n	y	y	y
BRDT	HGNC:1105	617644	SPERMATOGENIC FAILURE 21	?Spermatogenic failure 21	?Spermatogenic failure 21, 617644 (3)	n	y	n	y	y	y
MEIOB	HGNC:28569	617706	SPERMATOGENIC FAILURE 22	?Spermatogenic failure 22	?Spermatogenic failure 22, 617706 (3)	n	y	n	y	y	y
TSGA10	HGNC:14927	617961	SPERMATOGENIC FAILURE 26	?Spermatogenic failure 26	?Spermatogenic failure 26, 617961 (3)	n	y	n	y	y	y
AK7	HGNC:20091	617965	SPERMATOGENIC FAILURE 27	?Spermatogenic failure 27	?Spermatogenic failure 27, 617965 (3)	n	y	n	y	y	y
SPINK2	HGNC:11245	618091	SPERMATOGENIC FAILURE 29	?Spermatogenic failure 29	?Spermatogenic failure 29, 618091 (3)	n	y	n	y	y	y
TDRD9	HGNC:20122	618110	SPERMATOGENIC FAILURE 30	?Spermatogenic failure 30	?Spermatogenic failure 30, 618110 (3)	n	y	n	y	y	y
CFAP70	HGNC:30726	618670	SPERMATOGENIC FAILURE 41	?Spermatogenic failure 41	?Spermatogenic failure 41, 618670 (3)	n	y	n	y	y	y
CATIP	HGNC:25062	619379	SPERMATOGENIC FAILURE 54	?Spermatogenic failure 54	?Spermatogenic failure 54, 619379 (3)	n	y	n	y	y	y
SPAG17	HGNC:26620	619380	SPERMATOGENIC FAILURE 55	?Spermatogenic failure 55	?Spermatogenic failure 55, 619380 (3)	n	y	n	y	y	y
TERB2	HGNC:28520	619645	SPERMATOGENIC FAILURE 59	?Spermatogenic failure 59	?Spermatogenic failure 59, 619645 (3)	n	y	n	y	y	y
SPATA16	HGNC:29935	102530	SPERMATOGENIC FAILURE 6	?Spermatogenic failure 6	?Spermatogenic failure 6, 102530 (3)	n	y	n	y	y	y
RNF212	HGNC:27729	619673	SPERMATOGENIC FAILURE 62	?Spermatogenic failure 62	?Spermatogenic failure 62, 619673 (3)	n	y	n	y	y	y
RPL10L	HGNC:17976	619689	SPERMATOGENIC FAILURE 63	?Spermatogenic failure 63	?Spermatogenic failure 63, 619689 (3)	n	y	n	y	y	y
ZPBP	HGNC:15662	619799	SPERMATOGENIC FAILURE 66	?Spermatogenic failure 66	?Spermatogenic failure 66, 619799 (3)	n	y	n	y	y	y
CCDC62	HGNC:30723	619803	SPERMATOGENIC FAILURE 67	?Spermatogenic failure 67	?Spermatogenic failure 67, 619803 (3)	n	y	n	y	y	y
C2CD6	HGNC:14438	619805	SPERMATOGENIC FAILURE 68	?Spermatogenic failure 68	?Spermatogenic failure 68, 619805 (3)	n	y	n	y	y	y
WDR19	HGNC:18340	619867	SPERMATOGENIC FAILURE 72	?Spermatogenic failure 72	?Spermatogenic failure 72, 619867 (3)	n	y	n	y	y	y
MOV10L1	HGNC:7201	619878	SPERMATOGENIC FAILURE 73	?Spermatogenic failure 73	?Spermatogenic failure 73, 619878 (3)	n	y	n	y	y	y
SIGMAR1	HGNC:8157	605726	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 2	?Spinal muscular atrophy, distal, autosomal recessive, 2	?Spinal muscular atrophy, distal, autosomal recessive, 2, 605726 (3)	n	y	n	y	y	y
EEF2	HGNC:3214	609306	SPINOCEREBELLAR ATAXIA 26	?Spinocerebellar ataxia 26	?Spinocerebellar ataxia 26, 609306 (3)	n	y	n	y	y	y
SCA30	-	-	NA	?Spinocerebellar ataxia 30 (2)	?Spinocerebellar ataxia 30 (2)	n	y	n	n	y	n
CCDC88C	HGNC:19967	616053	SPINOCEREBELLAR ATAXIA 40	?Spinocerebellar ataxia 40	?Spinocerebellar ataxia 40, 616053 (3)	n	y	n	y	y	y
TRPC3	HGNC:12335	616410	SPINOCEREBELLAR ATAXIA 41	?Spinocerebellar ataxia 41	?Spinocerebellar ataxia 41, 616410 (3)	n	y	n	y	y	y
MME	HGNC:7154	617018	SPINOCEREBELLAR ATAXIA 43	?Spinocerebellar ataxia 43	?Spinocerebellar ataxia 43, 617018 (3)	n	y	n	y	y	y
PLD3	HGNC:17158	617770	SPINOCEREBELLAR ATAXIA 46	?Spinocerebellar ataxia 46	?Spinocerebellar ataxia 46, 617770 (3)	n	y	n	y	y	y
ATP2B3	HGNC:816	302500	SPINOCEREBELLAR ATAXIA, X-LINKED 1	?Spinocerebellar ataxia, X-linked 1	?Spinocerebellar ataxia, X-linked 1, 302500 (3)	n	y	n	y	y	y
