ModelID,PatientID,CellLineName,StrippedCellLineName,Age,SourceType,SangerModelID,RRID,DepmapModelType,GrowthPattern,MolecularSubtype,PrimaryOrMetastasis,SampleCollectionSite,Sex,SourceDetail,CatalogNumber,CCLEName,COSMICID,PublicComments,WTSIMasterCellID,OncotreeCode,OncotreeSubtype,OncotreePrimaryDisease,OncotreeLineage
ACH-000308,PT-cdCVJ4,EFO-21,EFO21,56.0,Commercial,SIDM01052,CVCL_0029,SOC,Adherent,,Metastatic,ascites,Female,DSMZ,,EFO21_OVARY,911905.0,,303.0,SOC,Serous Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-000309,PT-9oyPuO,SK-LU-1,SKLU1,60.0,Commercial,SIDM01108,CVCL_0629,LUAD,Adherent,,Primary,lung,Female,ATCC,,SKLU1_LUNG,909721.0,,233.0,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000310,PT-2Urqss,IMR-32,IMR32,1.0,Commercial,SIDM00226,CVCL_0346,NBL,Unknown,MYCN_amp,Metastatic,abdomen,Male,ATCC,,IMR32_AUTONOMIC_GANGLIA,,,,NBL,Neuroblastoma,Neuroblastoma,Peripheral Nervous System
ACH-000311,PT-6IoG5q,NCI-H2122,NCIH2122,46.0,Commercial,SIDM00702,CVCL_1531,LUAD,Adherent,,Metastatic,pleural_effusion,Female,ATCC,,NCIH2122_LUNG,722046.0,,1015.0,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000312,PT-k4Daz3,SK-N-BE(2),SKNBE2,2.0,Commercial,SIDM00894,CVCL_0528,NBL,Unknown,MYCN_amp,Metastatic,bone_marrow,Male,ATCC,,SKNBE2_AUTONOMIC_GANGLIA,,,,NBL,Neuroblastoma,Neuroblastoma,Peripheral Nervous System
ACH-000313,PT-Hd1kAu,KMRC-3,KMRC3,,Commercial,,CVCL_2985,CCRCC,Adherent,,Primary,kidney,Male,HSRRB,,KMRC3_KIDNEY,,,,CCRCC,Renal Clear Cell Carcinoma,Renal Cell Carcinoma,Kidney
ACH-000314,PT-HLJ5qp,HCC-2108,HCC2108,59.0,Commercial,,CVCL_A352,LUAD,Adherent,,Primary,lung,Male,KCLB,,HCC2108_LUNG,,,,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000315,PT-lrPA2x,KARPAS-422,KARPAS422,73.0,Commercial,SIDM01008,CVCL_1325,DLBCLNOS,Suspension,,Metastatic,pleural_effusion,Female,DSMZ,,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,907274.0,,1973.0,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",Non-Hodgkin Lymphoma,Lymphoid
ACH-000316,PT-f7BtKr,SNU-886,SNU886,57.0,Commercial,,CVCL_5103,HCC,Unknown,,,liver,Male,KCLB,,SNU886_LIVER,,,,HCC,Hepatocellular Carcinoma,Hepatocellular Carcinoma,Liver
ACH-000317,PT-ARX9yV,TUHR14TKB,TUHR14TKB,,Commercial,,CVCL_5953,RCC,Adherent,,Primary,kidney,Male,RIKEN,,TUHR14TKB_KIDNEY,,,,RCC,Renal Cell Carcinoma,Renal Cell Carcinoma,Kidney
ACH-000318,PT-8hgOdH,TE-10,TE10,58.0,Commercial,SIDM00349,CVCL_1760,ESCC,Adherent,,Primary,oesophagus,Male,RIKEN,,TE10_OESOPHAGUS,753622.0,,1561.0,ESCC,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach
ACH-000319,PT-5z2CJx,MPP 89,MPP89,67.0,,SIDM00222,CVCL_1427,PLEMESO,Unknown,,,pleural_effusion,Male,ICLC,,MPP89_PLEURA,908150.0,,2255.0,PLEMESO,"Pleural Mesothelioma, Epithelioid Type",Pleural Mesothelioma,Pleura
ACH-000320,PT-tXqEg0,PSN1,PSN1,36.0,,SIDM00469,CVCL_1644,PAAD,Adherent,,Primary,pancreas,Male,ECACC,,PSN1_PANCREAS,910546.0,,560.0,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-000321,PT-vvBnLH,MOLM-6,MOLM6,44.0,Commercial,,CVCL_2122,CML,Unknown,,,haematopoietic_and_lymphoid_tissue,Male,DSMZ,,MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,CML,Chronic Myelogenous Leukemia,Myeloproliferative Neoplasms,Myeloid
ACH-000322,PT-czDcsE,HT-144,HT144,29.0,Commercial,SIDM00695,CVCL_0318,MEL,Adherent,,Metastatic,skin,Male,ATCC,,HT144_SKIN,907067.0,,1193.0,MEL,Melanoma,Melanoma,Skin
ACH-000323,PT-PE7kNG,42-MG-BA,42MGBA,63.0,Commercial,SIDM00982,CVCL_1798,GB,Unknown,,Primary,central_nervous_system,Male,DSMZ,,42MGBA_CENTRAL_NERVOUS_SYSTEM,687561.0,,1465.0,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-000324,PT-CrEQoF,JHOC-5,JHOC5,47.0,Commercial,,CVCL_4640,CCOV,Adherent,,Primary,ovary,Female,RIKEN,,JHOC5_OVARY,,,,CCOV,Clear Cell Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-000325,PT-Du1wuZ,SNU-620,SNU620,59.0,Commercial,,CVCL_5079,STAD,Unknown,,Metastatic,ascites,Female,KCLB,,SNU620_STOMACH,,,,STAD,Stomach Adenocarcinoma,Esophagogastric Adenocarcinoma,Esophagus/Stomach
ACH-000326,PT-mEKuqA,JURL-MK1,JURLMK1,73.0,Commercial,SIDM01015,CVCL_2086,CML,Unknown,,,haematopoietic_and_lymphoid_tissue,Male,DSMZ,,JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1327771.0,,1807.0,CML,Chronic Myelogenous Leukemia,Myeloproliferative Neoplasms,Myeloid
ACH-000327,PT-oKf5lW,NCI-H1395,NCIH1395,55.0,Commercial,SIDM00644,CVCL_1467,LUAD,Adherent,,Primary,lung,Female,ATCC,,NCIH1395_LUNG,684681.0,,1826.0,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000328,PT-EuirKR,LN-215,LN215,60.0,Academic lab,,CVCL_3954,GB,Adherent,,,central_nervous_system,Female,Linda Chin,,LN215_CENTRAL_NERVOUS_SYSTEM,,,,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-000329,PT-GKdkIC,CCF-STTG1,CCFSTTG1,68.0,Commercial,SIDM00131,CVCL_1118,ASTR,Unknown,,Primary,central_nervous_system,Female,ATCC,,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,906823.0,,876.0,ASTR,Astrocytoma,Diffuse Glioma,CNS/Brain
ACH-000330,PT-ykXL80,EFM-19,EFM19,50.0,Commercial,SIDM01056,CVCL_0253,IDC,Adherent,luminal,Metastatic,pleural_effusion,Female,DSMZ,,EFM19_BREAST,906851.0,,1786.0,IDC,Breast Invasive Ductal Carcinoma,Invasive Breast Carcinoma,Breast
ACH-000331,PT-ThvuiE,IST-MES2,ISTMES2,71.0,,,CVCL_1312,PLEMESO,Unknown,,,pleural_effusion,Male,ICLC,,ISTMES2_PLEURA,,,,PLEMESO,"Pleural Mesothelioma, Epithelioid Type",Pleural Mesothelioma,Pleura
ACH-000332,PT-Lio3jT,YAPC,YAPC,43.0,Commercial,SIDM00411,CVCL_1794,PAAD,Unknown,,Metastatic,ascites,Male,DSMZ,,YAPC_PANCREAS,909904.0,,895.0,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-000333,PT-60XjJv,JHOM-2B,JHOM2B,56.0,Commercial,,CVCL_4645,MOV,Adherent,,Primary,ovary,Female,RIKEN,,JHOM2B_OVARY,,,,MOV,Mucinous Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-000334,PT-mgfMcU,DB,DB,45.0,Commercial,SIDM00886,CVCL_1168,DLBCLNOS,Suspension,,Metastatic,ascites,Male,ATCC,,DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,906832.0,,1185.0,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",Non-Hodgkin Lymphoma,Lymphoid
ACH-000335,PT-MFqmhR,MSTO-211H,MSTO211H,62.0,Commercial,SIDM00640,CVCL_1430,PLBMESO,Unknown,,Metastatic,pleural_effusion,Male,ATCC,,MSTO211H_PLEURA,908152.0,,209.0,PLBMESO,"Pleural Mesothelioma, Biphasic Type",Pleural Mesothelioma,Pleura
ACH-000336,PT-0F4qCF,OCI-AML3,OCIAML3,57.0,Commercial,SIDM00462,CVCL_1844,AML,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Male,DSMZ,,OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1290455.0,,355.0,AML,Acute Myeloid Leukemia,Acute Myeloid Leukemia,Myeloid
ACH-000337,PT-0fXDWz,NCI-H3122,NCIH3122,,Academic lab,SIDM00137,CVCL_5160,LUAD,Adherent,,,lung,Male,Meyerson (Broad) who received from Minna,,NCIH3122_LUNG,1240190.0,,918.0,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000338,PT-khOMVk,SR-786,SR786,11.0,Commercial,SIDM00096,CVCL_1711,ALCLALKP,Unknown,,Primary,pleural_effusion,Male,DSMZ,,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,905965.0,,794.0,ALCLALKP,Anaplastic Large-Cell Lymphoma ALK Positive,Non-Hodgkin Lymphoma,Lymphoid
ACH-000339,PT-IP75QA,HCC-461,HCC461,69.0,Academic lab,,CVCL_5135,LUAD,Adherent,,,lung,Male,Meyerson (Broad) who received from Minna,,HCC461_LUNG,,,,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000340,PT-O6FqYe,Hs 870.T,HS870T,22.0,Commercial,,CVCL_0966,ZFIBBON,Unknown,,,fibroblast,Male,ATCC,,HS870T_FIBROBLAST,,,,,"Fibroblast, Bone",Non-Cancerous,Fibroblast
ACH-000341,PT-I4N9IW,SK-N-FI,SKNFI,11.0,Commercial,SIDM01099,CVCL_1702,NBL,Unknown,,Metastatic,bone_marrow,Male,ATCC,,SKNFI_AUTONOMIC_GANGLIA,688087.0,,227.0,NBL,Neuroblastoma,Neuroblastoma,Peripheral Nervous System
ACH-000342,PT-p9FCOx,CL-14,CL14,,Commercial,,CVCL_1979,COAD,Unknown,,,large_intestine,Male,DSMZ,,CL14_LARGE_INTESTINE,,,,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000343,PT-6ukZx4,NCI-H522,NCIH522,58.0,Commercial,SIDM00116,CVCL_1567,LUAD,Adherent,,Primary,lung,Male,ATCC,,NCIH522_LUNG,905944.0,,1224.0,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000344,PT-KDacEe,SNU-668,SNU668,63.0,Commercial,,CVCL_5081,DSTAD,Unknown,,Metastatic,ascites,Male,KCLB,,SNU668_STOMACH,,,,DSTAD,Diffuse Type Stomach Adenocarcinoma,Esophagogastric Adenocarcinoma,Esophagus/Stomach
ACH-000345,PT-LZIxuV,KP-N-RT-BM-1,KPNRTBM1,1.0,Commercial,SIDM00557,CVCL_1339,NBL,Unknown,MYCN_amp,Metastatic,bone_marrow,Female,HSRRB,,KPNRTBM1_AUTONOMIC_GANGLIA,924189.0,,852.0,NBL,Neuroblastoma,Neuroblastoma,Peripheral Nervous System
ACH-000346,PT-Qpiidf,JVM-3,JVM3,73.0,Commercial,SIDM01012,CVCL_1320,BPLL,Unknown,,,haematopoietic_and_lymphoid_tissue,Male,DSMZ,,JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,907270.0,,1632.0,BPLL,B-Cell Prolymphocytic Leukemia,Non-Hodgkin Lymphoma,Lymphoid
ACH-000347,PT-J6GNwJ,QGP-1,QGP1,61.0,Commercial,SIDM00360,CVCL_3143,PANET,Adherent,,Primary,pancreas,Male,HSRRB,,QGP1_PANCREAS,1298534.0,,469.0,PANET,Pancreatic Neuroendocrine Tumor,Pancreatic Neuroendocrine Tumor,Pancreas
ACH-000348,PT-xMEDHc,RPMI-7951,RPMI7951,18.0,Commercial,SIDM01087,CVCL_1666,MEL,Adherent,,Metastatic,lymph_node,Female,ATCC,,RPMI7951_SKIN,910903.0,,1909.0,MEL,Melanoma,Melanoma,Skin
ACH-000349,PT-nuy7MI,HCC1500,HCC1500,32.0,Commercial,SIDM00879,CVCL_1254,DCIS,Adherent,luminal,Primary,breast,Female,ATCC,,HCC1500_BREAST,1303900.0,,653.0,DCIS,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,Breast
ACH-000350,PT-j0XD5z,COLO-678,COLO678,69.0,Commercial,SIDM00957,CVCL_1129,COAD,Unknown,,Metastatic,lymph_node,Male,DSMZ,,COLO678_LARGE_INTESTINE,910689.0,,2148.0,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000351,PT-jfdGU1,MKN1,MKN1,72.0,Commercial,SIDM00271,CVCL_1415,STAS,Adherent,,Metastatic,lymph_node,Male,HSRRB,,MKN1_STOMACH,908138.0,,1647.0,STAS,Adenosquamous Carcinoma of the Stomach,Esophagogastric Adenocarcinoma,Esophagus/Stomach
ACH-000352,PT-jBpXJh,HCC1428,HCC1428,49.0,Commercial,SIDM00881,CVCL_1252,BRCA,Adherent,luminal,Metastatic,pleural_effusion,Female,ATCC,,HCC1428_BREAST,1290905.0,,1567.0,BRCA,Invasive Breast Carcinoma,Invasive Breast Carcinoma,Breast
ACH-000353,PT-h9Imcs,TE-15,TE15,58.0,Commercial,SIDM00249,CVCL_1763,ESCC,Adherent,,Primary,oesophagus,Female,RIKEN,,TE15_OESOPHAGUS,753614.0,,575.0,ESCC,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach
ACH-000354,PT-MDCOET,Capan-1,CAPAN1,40.0,Commercial,SIDM00934,CVCL_0237,PAAD,Unknown,,Metastatic,liver,Male,ATCC,,CAPAN1_PANCREAS,753624.0,,641.0,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-000355,PT-TQn0DO,NCI-H82,NCIH82,41.0,Commercial,SIDM01131,CVCL_1591,SCLC,Suspension,,Metastatic,pleural_effusion,Male,ATCC,,NCIH82_LUNG,688031.0,,1545.0,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-000356,PT-cE9wYI,MKN-45,MKN45,62.0,Commercial,SIDM00247,CVCL_0434,DSTAD,Adherent,,Metastatic,liver,Female,HSRRB,,MKN45_STOMACH,925340.0,,1542.0,DSTAD,Diffuse Type Stomach Adenocarcinoma,Esophagogastric Adenocarcinoma,Esophagus/Stomach
ACH-000357,PT-97FBgP,JeKo-1,JEKO1,78.0,Commercial,SIDM01038,CVCL_1865,MCL,Unknown,,,haematopoietic_and_lymphoid_tissue,Female,DSMZ,,JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1327765.0,,2118.0,MCL,Mantle Cell Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-000358,PT-XQlkPK,NCI-H69,NCIH69,55.0,Commercial,SIDM01121,CVCL_1579,SCLC,Suspension,,Metastatic,pleural_effusion,Male,ATCC,,NCIH69_LUNG,688027.0,,1016.0,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-000359,PT-qWqYVi,MG-63,MG63,14.0,Commercial,SIDM00525,CVCL_0426,OS,Adherent,,Primary,bone,Male,ATCC,,MG63_BONE,908131.0,,2170.0,OS,Osteosarcoma,Osteosarcoma,Bone
ACH-000360,PT-M0lnCb,NCI-H508,NCIH508,55.0,Commercial,SIDM00777,CVCL_1564,COAD,Adherent,,Metastatic,abdomen,Male,ATCC,,NCIH508_LARGE_INTESTINE,908442.0,,35.0,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000361,PT-sPLV6L,SK-HEP-1,SKHEP1,52.0,Commercial,SIDM01110,CVCL_0525,HCC,Adherent,,Metastatic,ascites,Male,ATCC,,SKHEP1_LIVER,909719.0,,874.0,HCC,Hepatocellular Carcinoma,Hepatocellular Carcinoma,Liver
ACH-000362,PT-H3wdRq,MOLM-13,MOLM13,20.0,Commercial,SIDM00437,CVCL_2119,AML,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Male,DSMZ,,MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1330947.0,,747.0,AML,Acute Myeloid Leukemia,Acute Myeloid Leukemia,Myeloid
ACH-000363,PT-35DpVF,SK-MM-2,SKMM2,54.0,Commercial,SIDM00391,CVCL_1699,PCM,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Male,DSMZ,,SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,753612.0,,1003.0,PCM,Plasma Cell Myeloma,Non-Hodgkin Lymphoma,Lymphoid
ACH-000364,PT-WN1oZd,U-2 OS,U2OS,15.0,Commercial,SIDM01191,CVCL_0042,OS,Adherent,,Primary,bone,Female,ATCC,,U2OS_BONE,909776.0,,1145.0,OS,Osteosarcoma,Osteosarcoma,Bone
ACH-000365,PT-I24dRR,SU-DHL-4,SUDHL4,38.0,Commercial,SIDM00405,CVCL_0539,DLBCLNOS,Suspension,,Metastatic,pleural_effusion,Male,DSMZ,,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1331035.0,,1450.0,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",Non-Hodgkin Lymphoma,Lymphoid
ACH-000366,PT-lIgcxS,SK-N-DZ,SKNDZ,2.0,Commercial,SIDM01100,CVCL_1701,NBL,Unknown,MYCN_amp,Metastatic,bone_marrow,Female,ATCC,,SKNDZ_AUTONOMIC_GANGLIA,688086.0,,867.0,NBL,Neuroblastoma,Neuroblastoma,Peripheral Nervous System
ACH-000367,PT-hfcpvz,NCI-H226,NCIH226,,Commercial,SIDM00139,CVCL_1544,PLEMESO,Adherent,,Metastatic,pleural_effusion,Male,ATCC,,NCIH226_LUNG,905941.0,,1221.0,PLEMESO,"Pleural Mesothelioma, Epithelioid Type",Pleural Mesothelioma,Pleura
ACH-000368,PT-U0kXHW,SNU-1105,SNU1105,61.0,Commercial,,CVCL_5010,GB,Adherent,,Primary,central_nervous_system,Male,KCLB,,SNU1105_CENTRAL_NERVOUS_SYSTEM,,,,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-000369,PT-sUmz7V,MOLM-16,MOLM16,77.0,Commercial,SIDM00435,CVCL_2120,AML,Unknown,,,haematopoietic_and_lymphoid_tissue,Female,DSMZ,,MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1330948.0,,1229.0,AML,Acute Myeloid Leukemia,Acute Myeloid Leukemia,Myeloid
ACH-000370,PT-HHIjR4,SNU-626,SNU626,65.0,Commercial,,CVCL_5080,GB,Unknown,,,central_nervous_system,Male,KCLB,,SNU626_CENTRAL_NERVOUS_SYSTEM,,,,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-000371,PT-B4jW32,RL,RL,52.0,Commercial,SIDM01089,CVCL_1660,DLBCLNOS,Unknown,,,ascites,Male,ATCC,,RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,910861.0,,1273.0,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",Non-Hodgkin Lymphoma,Lymphoid
ACH-000372,PT-n3wTBx,P12-ICHIKAWA,P12ICHIKAWA,7.0,Commercial,SIDM00463,CVCL_1630,TLL,Unknown,,,haematopoietic_and_lymphoid_tissue,Male,DSMZ,,P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,909251.0,,2153.0,TLL,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-000373,PT-8qF7hQ,SKM-1,SKM1,76.0,Commercial,SIDM00380,CVCL_0098,AML,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Male,HSRRB,,SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,909722.0,,304.0,AML,Acute Myeloid Leukemia,Acute Myeloid Leukemia,Myeloid
ACH-000374,PT-UPBMOO,HCC1143,HCC1143,52.0,Commercial,SIDM00866,CVCL_1245,IDC,Adherent,basal_A,Primary,breast,Female,ATCC,,HCC1143_BREAST,749710.0,,1316.0,IDC,Breast Invasive Ductal Carcinoma,Invasive Breast Carcinoma,Breast
ACH-000375,PT-U7nXm3,G-402,G402,0.0,Commercial,SIDM00855,CVCL_1221,RCC,Adherent,,Primary,kidney,Female,ATCC,,G402_SOFT_TISSUE,907298.0,,1089.0,RCC,Renal Cell Carcinoma,Renal Cell Carcinoma,Kidney
ACH-000376,PT-O9gP17,SF-295,SF295,67.0,,SIDM00084,CVCL_1690,GB,Adherent,,Primary,central_nervous_system,Female,NCI/DCTD,,SF295_CENTRAL_NERVOUS_SYSTEM,905985.0,,1164.0,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-000377,PT-gf9GtH,SNU-478,SNU478,,Commercial,SIDM00160,CVCL_5065,AMPCA,Unknown,,,biliary_tract,Unknown,KCLB,,SNU478_BILIARY_TRACT,,,,AMPCA,Ampullary Carcinoma,Ampullary Carcinoma,Ampulla of Vater
ACH-000378,PT-svCGFs,NCI-H647,NCIH647,56.0,Commercial,SIDM01125,CVCL_1574,LUAS,Adherent,,Metastatic,pleural_effusion,Male,ATCC,,NCIH647_LUNG,1240191.0,,955.0,LUAS,Lung Adenosquamous Carcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000379,PT-ZMox9l,NCI-H1781,NCIH1781,66.0,Commercial,SIDM00754,CVCL_1494,LUAD,Adherent,,Metastatic,pleural_effusion,Female,ATCC,,NCIH1781_LUNG,1298350.0,,2228.0,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000380,PT-n47XwC,KMS-12-BM,KMS12BM,64.0,Commercial,SIDM01020,CVCL_1334,PCM,Suspension,,Primary,bone_marrow,Female,DSMZ,,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,907281.0,,2087.0,PCM,Plasma Cell Myeloma,Non-Hodgkin Lymphoma,Lymphoid
ACH-000381,PT-3aeu41,T84,T84,72.0,Commercial,SIDM00782,CVCL_0555,COAD,Unknown,,Metastatic,lung,Male,ATCC,,T84_LARGE_INTESTINE,909761.0,,997.0,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000382,PT-LoagR0,COR-L24,CORL24,71.0,,,CVCL_2409,SCLC,Suspension,,Metastatic,lymph_node,Male,ECACC,,CORL24_LUNG,,,,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-000383,PT-MSH6ZN,OE33,OE33,73.0,,SIDM00477,CVCL_0471,ESCA,Adherent,,Primary,oesophagus,Female,HPACC,,OE33_OESOPHAGUS,910549.0,,1554.0,ESCA,Esophageal Adenocarcinoma,Esophagogastric Adenocarcinoma,Esophagus/Stomach
ACH-000384,PT-9PFG4H,SW 780,SW780,80.0,Commercial,SIDM01160,CVCL_1728,BLCA,Unknown,,Primary,urinary_tract,Female,ATCC,,SW780_URINARY_TRACT,687457.0,,2039.0,BLCA,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,Bladder/Urinary Tract
ACH-000385,PT-0eAoS2,SK-RC-20,SKRC20,46.0,Academic lab,,CVCL_V605,RCC,Adherent,,,kidney,Male,Bill Kaelin (DFCI),,SKRC20_KIDNEY,,,,RCC,Renal Cell Carcinoma,Renal Cell Carcinoma,Kidney
ACH-000386,PT-7cCzYA,KG-1,KG1,59.0,Commercial,SIDM00785,CVCL_0374,AML,Suspension,,Primary,bone_marrow,Male,ATCC,,KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,907278.0,,193.0,AML,Acute Myeloid Leukemia,Acute Myeloid Leukemia,Myeloid
ACH-000387,PT-JUL0sC,TF-1,TF1,35.0,Commercial,,CVCL_0559,AML,Unknown,,,bone_marrow,Male,ATCC,,TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,AML,Acute Myeloid Leukemia,Acute Myeloid Leukemia,Myeloid
ACH-000388,PT-U7LNgP,NU-DHL-1,NUDHL1,73.0,Commercial,,CVCL_1876,DLBCLNOS,Suspension,,Metastatic,lymph_node,Male,DSMZ,,NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",Non-Hodgkin Lymphoma,Lymphoid
ACH-000389,PT-9RF4Fl,H4,H4,37.0,Commercial,SIDM00852,CVCL_1239,ASTR,Unknown,,Primary,central_nervous_system,Male,ATCC,,H4_CENTRAL_NERVOUS_SYSTEM,907042.0,,1244.0,ASTR,Astrocytoma,Diffuse Glioma,CNS/Brain
ACH-000390,PT-gDZo34,LUDLU-1,LUDLU1,72.0,,,CVCL_2582,LUSC,Adherent,,Primary,lung,Male,ECACC,,LUDLU1_LUNG,,,,LUSC,Lung Squamous Cell Carcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000391,PT-APr9xS,MHH-ES-1,MHHES1,12.0,Commercial,SIDM00386,CVCL_1411,ES,Unknown,EWS_FLI,Metastatic,ascites,Male,DSMZ,,MHHES1_BONE,908134.0,,339.0,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-000392,PT-v3MIz8,Calu-3,CALU3,25.0,Commercial,SIDM00922,CVCL_0609,LUAD,Adherent,,Metastatic,pleural_effusion,Male,ATCC,,CALU3_LUNG,687777.0,,219.0,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000393,PT-saZI6H,HLF,HLF,68.0,Commercial,SIDM00065,CVCL_2947,HCC,Adherent,,Primary,liver,Male,HSRRB,,HLF_LIVER,,,,HCC,Hepatocellular Carcinoma,Hepatocellular Carcinoma,Liver
ACH-000394,PT-PzvfS6,NCI-H2081,NCIH2081,59.0,Commercial,SIDM00710,CVCL_1522,SCLC,Suspension,,Metastatic,pleural_effusion,Female,ATCC,,NCIH2081_LUNG,908480.0,,914.0,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-000395,PT-mQfWto,NCI-H520,NCIH520,,Commercial,SIDM01130,CVCL_1566,LUSC,Adherent,,Primary,lung,Male,ATCC,,NCIH520_LUNG,908443.0,,2200.0,LUSC,Lung Squamous Cell Carcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000396,PT-jGS2bl,J82,J82,58.0,Commercial,SIDM00693,CVCL_0359,BLCA,Unknown,,Primary,urinary_tract,Male,ATCC,,J82_URINARY_TRACT,753566.0,,1232.0,BLCA,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,Bladder/Urinary Tract
ACH-000397,PT-lpuBPT,TEN,TEN,74.0,Commercial,,CVCL_E063,UCCC,Unknown,,Primary,endometrium,Female,RIKEN,,TEN_ENDOMETRIUM,,,,UCCC,Uterine Clear Cell Carcinoma,Endometrial Carcinoma,Uterus
ACH-000398,PT-OW2fam,RI-1,RI1,57.0,Commercial,,CVCL_1885,ABC,Unknown,,,haematopoietic_and_lymphoid_tissue,Female,DSMZ,,RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,ABC,Activated B-cell Type,Non-Hodgkin Lymphoma,Lymphoid
